fish_id,Trial,Genotype,Dist_travelled_total.x,Dist_travelled_mean.x,Dist_travelled_var.x,Velocity_mean.x,Velocity_var.x,Time_moving_total.x,Freq_moving.x,Acceleration_max.x,Acceleration_min.x,Acceleration_var.x,Freq_in_middle.x,Time_in_middle_total.x,Time_in_middle_mean.x,Time_in_middle_var.x,Dist_to_middle_total.x,Dist_to_middle_mean.x,Dist_to_middle_var.x,Mobility_total.x,Mobility_mean.x,Mobility_var.x,Meander_total.x,Meander_mean.x,Meander_var.x,Heading_mean.x,Heading_var.x,Dist_travelled_total.y,Dist_travelled_mean.y,Dist_travelled_var.y,Velocity_mean.y,Velocity_var.y,Time_moving_total.y,Freq_moving.y,Acceleration_max.y,Acceleration_min.y,Acceleration_var.y,Freq_in_middle.y,Time_in_middle_total.y,Time_in_middle_mean.y,Time_in_middle_var.y,Dist_to_middle_total.y,Dist_to_middle_mean.y,Dist_to_middle_var.y,Mobility_total.y,Mobility_mean.y,Mobility_var.y,Meander_total.y,Meander_mean.y,Meander_var.y,Heading_mean.y,Heading_var.y
11.2-6.10,7,hom,16.662607666666666,0.011108393999999999,0.005392049733333333,0.27771036666666665,3.3700381666666663,3.5999999999999996,7.333333333333333,363.505,-312.6646666666667,1921.9181666666668,0.6666666666666666,1.4133333333333333,0.7066666666666667,0.10666666666666667,3361.8933333333334,2.24126,0.4523040933333333,1394.7838333333334,0.9298546666666666,43.87385233333333,816.794,26.769233333333332,1440.0333333333333,69.28646666666667,2286.1,23.95185,0.01598925,0.00969835,0.399731,6.06145,5.56,7.5,400.6005,-397.627,3203.57,1.5,8.88,2.96,25.5264,3671.675,2.4482749999999998,1.008715,1856.21,1.239125,57.45,2268.295,42.79795,10188.4,88.253,1585.785
11.2-6.10,10,hom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6234,0.043082100000000005,0.0212426,1.077053,13.276644999999998,14,15.5,1265.44,-575.703,7231.110000000001,3,12.02,2.6919999999999997,11.03145,2361.725,1.5744799999999999,0.68038,4723.605,3.14907,123.87455,2443.129,27.10955,3125.8880000000004,84.50755,2314.125
12.2-6.10,1,hom,0.7197973333333333,4.79865e-4,1.039069e-4,0.011996616666666666,0.06494176666666666,0,0,142.64600000000002,-142.64600000000002,81.38556666666666,0,0,0,0,4230.9766666666665,2.82065,0.0022732066666666666,20.755000000000003,0.013836666666666667,0.11275160000000001,0,0,0,50.337,2670.2066666666665,32.55036666666667,0.021713566666666666,0.009811113333333333,0.5428393333333333,6.13195,6.613333333333333,11.333333333333334,560.4763333333333,-466.6513333333333,3944.1,2,9.546666666666667,6.02889,1.9876433333333332,1674.86,1.116852,0.7057,2371.1266666666666,1.5817729999999999,58.323233333333334,2713.02,84.97566666666667,17762.1,81.80296666666666,2934.69
12.2-6.10,4,hom,3.0448399999999998,0.002029895,4.817905e-4,0.05074735,0.301119,0,0,208.7725,-208.7725,379.7605,0,0,0,0,3715.3900000000003,2.476925,0.016337585,269.38599999999997,0.1795905,4.96508,0,0,0,69.05135,2821.77,64.96513333333334,0.043361833333333336,0.023391366666666667,1.084047,14.619633333333333,14.719999999999999,25,919.3796666666667,-506.88966666666664,8224.856666666667,6,25.10666666666667,4.362286666666667,15.65213,1229.507,0.8201616666666667,0.992889,4920.1033333333335,3.284006666666667,136.38133333333332,2913.67,38.8458,8014.636666666666,133.70266666666666,3113.883333333333
12.2-6.10,7,hom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.53283333333333,0.045704133333333334,0.0272489,1.142604,17.030566666666665,17.053333333333335,30.666666666666668,1070.5146666666667,-829.509,9865.91,6,30.56,5.35708,28.151163333333336,1319.445,0.880005,0.9016393333333333,5254.256666666667,3.503906666666667,146.48933333333332,2294.7666666666664,28.785533333333333,1612.3,76.79223333333333,3065.166666666667
12.2-6.10,10,hom,6.31549,0.00421281,0.0012357323333333334,0.10532033333333334,0.772331,0.14666666666666667,0.3333333333333333,258.6963333333333,-248.946,944.9663333333333,0,0,0,0,3785.8333333333335,2.524426666666667,0.006398463333333333,536.8216666666667,0.35807066666666665,10.498243333333333,184.3252,184.3252,0,56.76905666666667,2951.0266666666666,150.496,0.1003309,0.05665245,2.50827,35.4078,31.72,32.5,1095.5059999999999,-899.163,18815.3,5.5,6.5,1.136,1.23608,3320.31,2.213545,1.3517765000000002,11120.955,7.413959999999999,305.95000000000005,5308.855,31.954150000000002,2261.6000000000004,106.8702,3113.635
13.2-6.10,1,het,168.48250000000002,0.11232149999999999,0.09252145,2.8080350000000003,57.826049999999995,29.72,21,2020.875,-1273.69,30299.05,5.5,7.18,1.2386650000000001,1.315255,2755.26,1.83684,0.9456,11359.45,7.572965,346.548,3441.7,20.0624,1169.6645,82.7032,3037.06,130.39436666666666,0.08695263333333333,0.04812226666666667,2.17382,30.0764,24.933333333333334,24.333333333333332,1111.8323333333333,-747.0063333333334,17919.9,3.6666666666666665,9.826666666666668,2.6888866666666664,6.461343333333334,3021.9,2.0150466666666667,1.5079733333333334,9180.903333333334,6.122276666666667,224.79933333333332,8112.09,62.53743333333333,15040.063333333334,89.83253333333333,3029.5666666666666
13.2-6.10,4,het,0.20934233333333332,1.3956166666666668e-4,2.9224833333333332e-5,0.0034890333333333335,0.018265533333333334,0,0,46.006,-46.006,22.8776,0,0,0,0,3355.076666666667,2.237216666666667,0.0016138966666666666,6.753133333333333,0.0045021,0.031036966666666665,0,0,0,51.42433333333333,581.7266666666667,56.840333333333334,0.03791973333333333,0.015127133333333334,0.947993,9.454426666666667,10.813333333333333,16.333333333333332,792.884,-517.941,7619.253333333333,3.6666666666666665,21.546666666666667,5.308,33.447633333333336,1663.6533333333334,1.1091856666666666,0.8419313333333334,4078.0333333333333,2.72056,94.00683333333333,2967.4833333333336,59.005633333333336,10632.911333333333,83.09056666666666,2947.6566666666668
13.2-6.10,7,het,0.6733466666666666,4.4889999999999996e-4,1.2009999999999999e-4,0.011222466666666667,0.07506233333333333,0,0,86.928,-86.928,94.30066666666666,0,0,0,0,3184.56,2.1230433333333334,0.041003333333395016,30.532366666666665,0.020354933333333335,0.32544066666666666,0,0,0,47.678666666666665,30.197566666666663,14.733863333333334,0.009829653333333334,0.004476333333333333,0.245741,2.79771,1.76,3.3333333333333335,711.5403333333334,-512.3793333333333,2315.614,0.3333333333333333,2.6933333333333334,2.6933333333333334,0,2567.4066666666668,1.7119966666666666,0.5123586666666666,1086.4636666666665,0.7247863333333333,30.861633333333334,559.224,46.93546666666666,6180.796666666666,95.71503333333332,2433.1266666666666
13.2-6.10,10,het,13.3002,0.0088668,0.00277512,0.22167,1.73445,1.64,3,403.297,-352.4,1635.83,1,1.88,1.88,0,2637.58,1.75839,0.31986,1082.34,0.721558,22.574,1110.19,92.5156,12526.9,126.701,2216.46,63.1889,0.04213826666666667,0.019031933333333334,1.053456,11.894953333333333,11.426666666666666,17.333333333333332,1051.6506666666667,-611.078,8825.523333333333,2.6666666666666665,9.72,5.551111,2.5941343333333333,2491.3566666666666,1.6612200000000001,1.0039206666666667,4653.036666666667,3.1029166666666668,107.9303,5173.486666666667,82.84573333333333,26826.733333333334,100.53913333333334,2899.6133333333332
14.2-6.10,1,hom,15.069983333333333,0.010046676666666667,0.003267854,0.2511663,2.04241,2.8666666666666667,4.666666666666667,364.49833333333333,-311.3326666666667,1890.1439999999998,1,9.346666666666668,7.2,25.9584,2918.5533333333333,1.9457033333333333,0.8685018333333333,870.6253333333333,0.5804177666666667,14.841383333333333,844.2866666666667,52.76803333333333,22534.466666666667,94.56553333333333,2262.62,61.8498,0.04124856666666667,0.014385466666666668,1.031216,8.990933333333333,13.6,20.333333333333332,574.4406666666666,-530.4333333333334,7967.063333333333,2,7.4,3.8,2.2496,2427.6366666666668,1.61883,0.9517626666666666,4629.95,3.0877399999999997,99.2399,5853.93,93.7248,27617.933333333334,115.72913333333334,2986.173333333333
14.2-6.10,4,hom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.116666666667,2.6973433333333334,9.123166698216834e-5,0,0,0,0,0,0,0,0,60.04493333333333,0.04005676666666667,0.0178623,1.001422,11.163953333333334,13.893333333333333,14.666666666666666,834.146,-560.668,6996.236666666667,4.333333333333333,15.573333333333332,3.0780966666666667,14.7959,2047.5676666666666,1.3652906666666667,0.6568419999999999,4659.99,3.108833333333333,115.13823333333333,5208.37,69.38996666666667,18935.186666666665,89.49786666666667,3017.5366666666664
14.2-6.10,7,hom,1.40342,9.3561e-4,2.19939e-4,0.0233903,0.137462,0,0,172.578,-172.578,172.512,0,0,0,0,3677.65,2.45177,0.281232,101.964,0.0679758,1.36366,0,0,0,36.3251,809.32,64.57820000000001,0.0430999,0.024446,1.0774986666666666,15.278746666666667,9.506666666666666,10.333333333333334,1408.4216666666666,-1115.998,9687.776666666667,2.6666666666666665,8.733333333333334,4.25,19.4492,2621.7233333333334,1.7487966666666666,1.3378933333333334,4751.253333333333,3.17088,120.0462,4050.366666666667,59.48506666666666,13400.16,88.42526666666666,2918.9866666666667
14.2-6.10,10,hom,0.865624,5.77083e-4,1.25171e-4,0.0144271,0.0782321,0,0,145.231,-145.231,98.0505,0,0,0,0,269.356,0.179571,0.00196845,23.4265,0.0156177,0.109093,0,0,0,64.0668,2986.24,90.17909999999999,0.0601301,0.0334175,1.5032536666666667,20.885910000000003,15.12,12,1106.7573333333335,-925.6129999999999,12684.423333333334,3.3333333333333335,13.453333333333333,5.975556666666667,127.60997,2561.449,1.7077463333333334,0.8666203333333333,6427.776666666667,4.28595,165.57676666666669,4521.95,63.2179,20908.67,89.16325666666667,2993.9533333333334
15.2-6.10,1,wt,67.521485,0.045014139999999994,0.05309556050000001,1.12535475,33.1847875,9.14,5,1422.6785,-1033.4885,18906.4425,0.5,0.04,0.04,0,3837.495,2.5583299999999998,0.44689256499999996,4107.12705,2.73808805,137.951189,2758.225,26.77885,12830,43.403800000000004,3168.25,197.1071,0.13143373333333333,0.0660433,3.2858400000000003,41.277033333333335,34.36,26.333333333333332,1092.6076666666665,-637.9836666666666,24852.766666666666,3,4.84,1.9444433333333333,1.1190210999999999,3408.13,2.2725066666666667,1.1512966666666666,13644.373333333333,9.098496666666666,311.81466666666665,12885.896666666667,67.94566666666667,17661.053333333333,58.81319,3096.366666666667
15.2-6.10,4,wt,39.24451333333333,0.026164683333333334,0.022430667666666668,0.6541162333333334,14.019150000000002,7.013333333333333,3.3333333333333335,1114.444,-831.2606666666667,9680.578666666666,0.6666666666666666,2.0933333333333333,1.0466666666666666,4.86,4158.306666666666,2.7728433333333333,0.3746617033333333,2881.617,1.9211845333333333,84.78624333333333,2733.3463333333334,64.0254,13442.300000000001,126.51783333333334,2740.0066666666667,229.244,0.15296033333333334,0.08340193333333333,3.8240066666666666,52.1262,37.48,21.333333333333332,1109.8473333333334,-934.0503333333334,28650.066666666666,4.333333333333333,5,1.16111,1.0742323333333332,3336.996666666667,2.22562,1.31316,16486.7,11.000366666666666,409.31,13092.933333333332,49.83603333333333,13493.966666666667,66.88946666666666,3078.05
15.2-6.10,7,wt,2.486050666666667,0.0016573669999999999,6.143561e-4,0.04143417666666667,0.3839722333333333,0.3066666666666667,0.3333333333333333,223.276,-200.63533333333334,272.38623333333334,0,0,0,0,4138.7,2.759133333333333,0.009583377,167.79319,0.11186223666666667,4.264484733333334,102.03166666666667,42.3301,1777.2166666666665,74.63213333333334,1363.852,158.5725,0.105795,0.053074750000000004,2.64487,33.17175,30.76,29,937.9649999999999,-812.122,18302.45,2.5,7.16,1.432,6.13105,3327.62,2.218965,0.876676,11560.85,7.71295,280.1365,10309.09,57.6781,12195.32,138.905,3180.94
15.2-6.10,10,wt,14.6986,0.00979906,0.00498801,0.244977,3.11751,1.84,3,785.168,-785.168,3828.27,0,0,0,0,2543.21,1.69548,0.215632,1277.81,0.851875,37.0534,342.818,342.818,0,120.851,3209.2,114.88883333333334,0.07661723333333333,0.03884786666666667,1.91543,24.2799,27.386666666666667,32.666666666666664,1315.1,-832.8629999999999,16261.3,3,9.106666666666666,2.8777766666666666,2.2813333333333334,2957.08,1.9718166666666668,1.251463,8379.973333333333,5.588523333333334,202.63400000000001,6733.673333333333,54.99796666666666,13533.316666666668,73.8119,3147.0433333333335
16.2-6.10,1,wt,5.87426,0.003916175,0.001825721,0.0979045,1.141077,0.56,1,512.457,-313.86,823.9495000000001,0.5,16.54,16.54,0,1978.521,1.3190140000000001,0.22727651,266.581,0.17772055,5.813295,43.99905,7.3332,122.53,70.322,1969.308,48.62453333333333,0.032436966666666664,0.0163803,0.8109226666666667,10.23769,12.013333333333334,18.666666666666668,914.4773333333334,-662.879,7004.266666666666,2.6666666666666665,17.44,6.136666666666667,18.689833333333333,2068.41,1.3792886666666666,1.2706866666666667,3572.5666666666666,2.3833213333333334,94.05323333333334,2453.3486666666668,44.38766666666667,4306.496,63.9017,2769.173333333333
16.2-6.10,4,wt,1.4218866666666667,9.488189999999999e-4,2.1351166666666666e-4,0.023720500000000002,0.13344466666666666,0,0,102.71600000000001,-102.71600000000001,159.42466666666667,0,0,0,0,4591.66,3.0617733333333335,0.00325084,68.2557,0.045548200000000004,0.7355536666666667,2.32761,2.32761,0,21.84716333333333,1486.8466666666666,105.37893333333334,0.0703067,0.030420166666666665,1.7576666666666665,19.0126,26.573333333333334,27.333333333333332,908.6016666666667,-784.2826666666666,12424.58,4,8.013333333333334,1.82289,2.58984,2735.7466666666664,1.8247166666666668,1.24755,8286.613333333333,5.52872,197.635,7898.606666666667,63.1743,13273.699999999999,100.27420000000001,3070.43
16.2-6.10,7,wt,1.3802366666666668,9.20159e-4,2.16872e-4,0.023003933333333334,0.13554466666666667,0,0,193.94566666666665,-193.94566666666665,170.104,0,0,0,0,3710.4366666666665,2.4736233333333333,9.866243333333333e-4,66.6105,0.044407,1.0315083333333332,0,0,0,93.60466666666666,2758.5233333333335,124.01046666666666,0.08272663333333333,0.035427600000000004,2.06817,22.142266666666668,29.666666666666668,28.333333333333332,849.0916666666667,-489.0973333333333,13875.623333333335,4,10.853333333333333,2.7133333333333334,3.807733333333333,2850.5066666666667,1.90079,1.424469,9869.31,6.583676666666667,240.226,7518.343333333333,55.873466666666666,8835.55,77.02146333333333,3163.08
16.2-6.10,10,wt,0.696176,4.6432900000000003e-4,1.1060166666666666e-4,0.011608233333333332,0.06912593333333333,0,0,122.75466666666667,-122.75466666666667,86.706,0,0,0,0,2651.5133333333333,1.7680933333333333,0.004832953333333333,36.08086666666667,0.024063833333333333,0.4763133333333333,0,0,0,88.51566666666666,1151.6399999999999,101.1173,0.06743496666666667,0.028260566666666667,1.6858766666666667,17.662866666666666,25.213333333333335,33.333333333333336,769.9393333333334,-432.0253333333333,12333.766666666666,5.666666666666667,10.56,1.88419,1.8506166666666668,2628.29,1.75257,1.6138666666666666,7824.95,5.21848,184.53133333333332,6410.663333333334,55.5778,11180.84,93.28593333333333,3123.28
17.2-6.10,1,het,94.25635,0.06283755,0.0390744,1.57094,24.4215,21.58,18,1676.125,-1048.346,15370.55,1.5,3.12,1.69,0.6084,3948.87,2.63258,0.6779970000000001,6316.58,4.21105,159.23,2750.6000000000004,30.8424,5948.2645,84.21934999999999,2826.915,140.12163333333334,0.0934565,0.0497142,2.3364166666666666,31.0714,27.133333333333333,21,1122.9526666666668,-1010.9673333333333,17833.283333333333,5,8.786666666666665,1.9980953333333333,2.260520666666667,3290.6633333333334,2.1942933333333334,1.3682733333333332,9498.449999999999,6.335236666666667,203.77866666666665,9951.896666666666,56.5062,15283.813333333334,121.13913333333333,2993.5833333333335
17.2-6.10,4,het,53.739875999999995,0.03587148266666666,0.024590781066666664,0.89678382,15.369239833333333,8.973333333333334,5,750.0363333333333,-524.8696666666667,8776.050333333333,1,7.466666666666667,5.973333333333334,8.833066666666666,2996.7623333333336,1.998364,0.5934249369333333,3978.8284500000004,2.6558211899999997,119.58225603333334,1947.179,41.73566666666667,3646.2066666666665,61.4752,1450.13,141.03666666666666,0.0940848,0.04337153333333333,2.352123333333333,27.1072,29.42666666666667,20,1196.61,-813.8313333333333,16468.566666666666,4.333333333333333,5.68,1.2255566666666666,1.85617,3431,2.288386666666667,0.990116,10059.466666666667,6.710516666666667,218.08333333333334,6894.943333333334,38.06796666666667,6593.096666666666,110.5552,3035.0066666666667
17.2-6.10,7,het,2.4527166666666664,0.001635142,5.049076666666667e-4,0.040878566666666664,0.31556816666666665,0.19999999999999998,0.3333333333333333,233.10399999999998,-189.618,254.381,0,0,0,0,1802.319,1.2015493333333334,0.16461703666666666,193.74563333333333,0.12916396666666666,4.808526666666666,239.2687666666667,67.2631,11289.533333333333,37.93154966666667,1893.2666666666667,97.73613333333334,0.0651961,0.0282299,1.6299,17.6437,22.14666666666667,17.666666666666668,1022.6916666666666,-735.5930000000001,12188.123333333333,5.333333333333333,29.973333333333333,5.562666666666667,70.53207333333333,1562.9180000000001,1.0424083333333334,1.0505726666666666,7002.946666666667,4.67128,167.94166666666666,4822.733333333334,38.18396666666667,5678.256666666667,125.54356666666666,3047.5133333333333
17.2-6.10,10,het,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4862,0.04967696666666667,0.0218874,1.24192,13.6796,19.373333333333335,31,722.9273333333333,-585.398,9016.7,3.3333333333333335,16.21333333333333,4.676443333333333,4.971526666666667,2532.2566666666667,1.6883353333333333,1.3407566666666666,4905.59,3.27167,116.22633333333333,3487.43,42.05623333333334,9927.561666666666,95.45063333333333,2977.6233333333334
18.2-6.10,1,hom,7.256325,0.004837559999999999,0.00228739,0.1209391,1.4296225,1.52,2.5,559.0935,-390.626,1024.725,0.5,8.46,8.46,0,3224.9700000000003,2.14998,0.703670415,484.8315,0.323221,14.151705,195.13260000000002,35.72755,308.4913,25.009095000000002,2452.635,240.776,0.160628,0.085734,4.0157050000000005,53.58375,42.019999999999996,18,2367.995,-1712.055,32690.15,3.5,2.58,0.7133335000000001,0.66266665,3956.6949999999997,2.638705,0.98559,15679.35,10.460335,335.173,13019.7,45.0137,10119.15,76.5389,3182.69
18.2-6.10,4,hom,14.162986666666667,0.009442746666666666,0.004755730666666667,0.23606850000000001,2.972332333333333,1.9866666666666666,2,440.07233333333335,-323.43466666666666,1800.1993333333335,1,13.746666666666666,9.3,110.94,1179.3234333333332,0.7862236333333333,0.7439947076666666,1104.4376666666667,0.7363563333333334,32.47007,666.4588,49.714999999999996,3068.1566666666663,73.14856666666667,1533.4303333333332,133.77533333333332,0.0892534,0.041390166666666665,2.2313366666666665,25.868866666666666,32.14666666666667,34.333333333333336,1043.5733333333333,-656.081,16619.433333333334,3.3333333333333335,8.4,1.5555566666666667,2.7377789,3195.5733333333333,2.131056666666667,1.192597,9789.813333333334,6.531883333333333,233.51733333333334,8672.376666666667,56.40016666666667,14002.423333333334,102.73616666666666,3132.4133333333334
